0.0,0.013726073426803095
2.5,0.02568880357818357
5.0,0.07936549835260125
7.5,0.014089305551948086
10.0,0.08692134484200185
12.5,0.04585362034755069
15.0,0.06743132465055442
17.5,0.038236242257862096
20.0,0.07057732670411536
22.5,0.12389712714214225
25.0,0.02698427865300055
27.5,0.02455904761239337
30.0,0.028648501008164982
32.5,0.10092274005350751
35.0,0.22808221322993366
37.5,0.7406563230079379
40.0,2.1615615375928177
42.5,3.5389847076295453
45.0,4.334358547270501
47.5,4.770106768115411
50.0,4.986619877705777
52.5,5.3310213332672065
55.0,5.301730267816449
57.5,5.41207642741128
60.0,5.479931665625163
62.5,5.527549290883465
65.0,5.5008272575111015
67.5,5.50242987224393
70.0,5.49944504514009
72.5,5.5635546955286825
75.0,5.529553319466255
77.5,5.492400273576474
80.0,5.4654691945805975
82.5,5.488006463464525
85.0,5.505584237857786
87.5,5.586605895941165
90.0,5.4902794839103555
92.5,5.453408837476362
95.0,5.536057383902626
97.5,5.569650678996353
100.0,5.453443238112413
102.5,5.4229940428385
105.0,5.445737102534797
107.5,5.511484231417048
110.0,5.504588356294681
112.5,5.473954257801405
115.0,5.499576964839286
117.5,5.413970093936256
120.0,5.587145466058403
122.5,5.538640665752846
125.0,5.624109885621328
127.5,5.46844791210111
130.0,5.471148329006428
