1832.711616546855,0.001,20.0,24377.861742949255
1832.7124145346697,0.0012589254117941675,20.0,24377.907840709944
1634.377707026743,0.001584893192461114,19.0,15456.266261574281
1634.377707026743,0.001995262314968879,19.0,15456.266261574281
1634.377707026743,0.0025118864315095794,19.0,15456.266261574281
-1346.7030812177723,0.0031622776601683794,18.0,13.408944127839307
-1345.4413974625886,0.003981071705534973,18.0,13.449093801903675
-1345.4413974625886,0.005011872336272725,18.0,13.449093801903675
-1345.4413974625886,0.00630957344480193,18.0,13.449093801903675
-1346.5687580736728,0.007943282347242814,18.0,13.413212891384246
-1346.7030812177723,0.01,18.0,13.408944127839307
-1012.8925084825587,0.012589254117941675,17.0,30.002086468803444
-246.83621670941733,0.015848931924611134,17.0,184.300245696516
-3787.523309610993,0.0199526231496888,12.0,0.044956303642733404
-3397.353145020728,0.025118864315095794,10.0,0.11661922635529624
-3397.353145020728,0.03162277660168379,10.0,0.11661922635529624
-3397.353145020728,0.039810717055349734,10.0,0.11661922635529624
-2612.4203636596094,0.05011872336272722,8.0,0.7709270515738108
-2344.7926642999737,0.06309573444801933,8.0,1.4535768846122574
-2270.330793932501,0.07943282347242814,3.0,1.862836919522971
-1253.1101328662492,0.1,2.0,21.05000312531144
-1253.1101328662492,0.12589254117941673,2.0,21.05000312531144
-1253.1101328662492,0.15848931924611134,2.0,21.05000312531144
-1253.1101328662492,0.19952623149688797,2.0,21.05000312531144
-482.6924023825596,0.251188643150958,2.0,130.65171793577647
-482.6924023825596,0.31622776601683794,2.0,130.65171793577647
-482.6924023825596,0.39810717055349726,2.0,130.65171793577647
